experiencia,episodio,passos,recompensa_total,recompensa_descontada,sucesso
Labirinto_Treino,10344,26,75.00,-2.103122,1
Labirinto_Treino,10345,53,44.00,-10.455870,1
Labirinto_Treino,10346,9,92.00,37.351393,1
Labirinto_Treino,10347,15,86.00,15.164472,1
Labirinto_Treino,10348,15,86.00,15.164472,1
Labirinto_Treino,10349,10,91.00,32.616254,1
Labirinto_Treino,10350,13,88.00,21.067249,1
Labirinto_Treino,10351,3,98.00,79.100000,1
Labirinto_Treino,10352,26,75.00,-2.103122,1
Labirinto_Treino,10353,29,68.00,-7.159176,1
Labirinto_Treino,10354,10,91.00,32.616254,1
Labirinto_Treino,10355,7,94.00,48.458510,1
Labirinto_Treino,10356,43,58.00,-8.683023,1
Labirinto_Treino,10357,39,50.00,-14.144279,1
Labirinto_Treino,10358,5,96.00,62.171000,1
Labirinto_Treino,10359,7,94.00,48.458510,1
Labirinto_Treino,10360,14,87.00,17.960524,1
Labirinto_Treino,10361,6,95.00,54.953900,1
Labirinto_Treino,10362,35,66.00,-6.940588,1
Labirinto_Treino,10363,4,97.00,70.190000,1
Labirinto_Treino,10364,13,88.00,21.067249,1
Labirinto_Treino,10365,26,75.00,-2.103122,1
Labirinto_Treino,10366,26,75.00,-2.103122,1
Labirinto_Treino,10367,12,89.00,24.519166,1
Labirinto_Treino,10368,34,67.00,-6.600653,1
Labirinto_Treino,10369,22,75.00,-1.563911,1
Labirinto_Treino,10370,13,88.00,21.067249,1
Labirinto_Treino,10371,32,69.00,-5.803275,1
Labirinto_Treino,10372,8,93.00,42.612659,1
Labirinto_Treino,10373,39,62.00,-7.992720,1
Labirinto_Treino,10374,5,96.00,62.171000,1
Labirinto_Treino,10375,7,94.00,48.458510,1
Labirinto_Treino,10376,28,73.00,-3.603529,1
Labirinto_Treino,10377,20,81.00,4.859369,1
Labirinto_Treino,10378,72,21.00,-11.932259,1
Labirinto_Treino,10379,25,76.00,-1.225691,1
Labirinto_Treino,10380,33,68.00,-6.222948,1
Labirinto_Treino,10381,1,100.00,100.000000,1
Labirinto_Treino,10382,5,96.00,62.171000,1
Labirinto_Treino,10383,1,100.00,100.000000,1
Labirinto_Treino,10384,7,94.00,48.458510,1
Labirinto_Treino,10385,29,72.00,-4.243176,1
Labirinto_Treino,10386,10,87.00,28.616254,1
Labirinto_Treino,10387,33,68.00,-6.222948,1
Labirinto_Treino,10388,9,92.00,37.351393,1
Labirinto_Treino,10389,36,61.00,-8.968398,1
Labirinto_Treino,10390,31,70.00,-5.336973,1
Labirinto_Treino,10391,7,94.00,48.458510,1
Labirinto_Treino,10392,26,67.00,-7.643522,1
Labirinto_Treino,10393,22,79.00,2.036089,1
Labirinto_Treino,10394,3,98.00,79.100000,1
Labirinto_Treino,10395,1,100.00,100.000000,1
Labirinto_Treino,10396,41,56.00,-9.390849,1
Labirinto_Treino,10397,17,84.00,10.383222,1
Labirinto_Treino,10398,59,30.00,-13.954134,1
Labirinto_Treino,10399,7,94.00,48.458510,1
Labirinto_Treino,10400,23,78.00,0.832480,1
Labirinto_Treino,10401,30,67.00,-6.368540,1
Labirinto_Treino,10402,52,49.00,-9.489776,1
Labirinto_Treino,10403,26,71.00,-5.703122,1
Labirinto_Treino,10404,9,92.00,37.351393,1
Labirinto_Treino,10405,56,45.00,-9.665242,1
Labirinto_Treino,10406,31,58.00,-8.780860,1
Labirinto_Treino,10407,32,69.00,-5.803275,1
Labirinto_Treino,10408,7,94.00,48.458510,1
Labirinto_Treino,10409,4,97.00,70.190000,1
Labirinto_Treino,10410,21,80.00,3.373432,1
Labirinto_Treino,10411,25,76.00,-1.225691,1
Labirinto_Treino,10412,8,93.00,42.612659,1
Labirinto_Treino,10413,10,91.00,32.616254,1
Labirinto_Treino,10414,8,93.00,42.612659,1
Labirinto_Treino,10415,7,94.00,48.458510,1
Labirinto_Treino,10416,26,75.00,-2.103122,1
Labirinto_Treino,10417,14,87.00,17.960524,1
Labirinto_Treino,10418,7,94.00,48.458510,1
Labirinto_Treino,10419,2,99.00,89.000000,1
Labirinto_Treino,10420,41,52.00,-10.838857,1
Labirinto_Treino,10421,24,73.00,-1.645482,1
Labirinto_Treino,10422,11,90.00,28.354628,1
Labirinto_Treino,10423,24,73.00,-0.991976,1
Labirinto_Treino,10424,3,98.00,79.100000,1
Labirinto_Treino,10425,7,94.00,48.458510,1
Labirinto_Treino,10426,21,80.00,3.373432,1
Labirinto_Treino,10427,20,81.00,4.859369,1
Labirinto_Treino,10428,28,73.00,-3.603529,1
Labirinto_Treino,10429,36,57.00,-10.074788,1
Labirinto_Treino,10430,2,99.00,89.000000,1
Labirinto_Treino,10431,14,87.00,17.960524,1
Labirinto_Treino,10432,39,62.00,-7.992720,1
Labirinto_Treino,10433,34,67.00,-6.600653,1
Labirinto_Treino,10434,5,96.00,62.171000,1
Labirinto_Treino,10435,34,67.00,-6.600653,1
Labirinto_Treino,10436,4,97.00,70.190000,1
Labirinto_Treino,10437,59,26.00,-16.755463,1
Labirinto_Treino,10438,45,56.00,-8.933249,1
Labirinto_Treino,10439,51,50.00,-9.433085,1
Labirinto_Treino,10440,7,94.00,48.458510,1
Labirinto_Treino,10441,7,94.00,48.458510,1
Labirinto_Treino,10442,37,64.00,-7.521876,1
Labirinto_Treino,10443,10,91.00,32.616254,1
Labirinto_Treino,10444,30,71.00,-4.818858,1
Labirinto_Treino,10445,60,41.00,-9.780365,1
Labirinto_Treino,10446,9,92.00,37.351393,1
Labirinto_Treino,10447,4,97.00,70.190000,1
Labirinto_Treino,10448,26,75.00,-2.103122,1
Labirinto_Treino,10449,19,82.00,6.510410,1
Labirinto_Treino,10450,26,75.00,-2.103122,1
Labirinto_Treino,10451,26,71.00,-4.016310,1
Labirinto_Treino,10452,10,91.00,32.616254,1
Labirinto_Treino,10453,40,61.00,-8.193448,1
Labirinto_Treino,10454,9,92.00,37.351393,1
Labirinto_Treino,10455,12,89.00,24.519166,1
Labirinto_Treino,10456,6,95.00,54.953900,1
Labirinto_Treino,10457,22,79.00,2.036089,1
Labirinto_Treino,10458,35,62.00,-9.856588,1
Labirinto_Treino,10459,60,25.00,-10.710032,1
Labirinto_Treino,10460,54,43.00,-11.499906,1
Labirinto_Treino,10461,10,91.00,32.616254,1
Labirinto_Treino,10462,13,88.00,21.067249,1
Labirinto_Treino,10463,10,91.00,32.616254,1
Labirinto_Treino,10464,35,66.00,-6.940588,1
Labirinto_Treino,10465,25,76.00,-1.225691,1
Labirinto_Treino,10466,34,67.00,-6.600653,1
Labirinto_Treino,10467,29,72.00,-4.243176,1
Labirinto_Treino,10468,10,91.00,32.616254,1
Labirinto_Treino,10469,58,43.00,-9.728846,1
Labirinto_Treino,10470,13,88.00,21.067249,1
Labirinto_Treino,10471,7,94.00,48.458510,1
Labirinto_Treino,10472,38,59.00,-9.024931,1
Labirinto_Treino,10473,5,96.00,62.171000,1
Labirinto_Treino,10474,8,93.00,42.612659,1
Labirinto_Treino,10475,34,55.00,-12.204706,1
Labirinto_Treino,10476,34,63.00,-8.150335,1
Labirinto_Treino,10477,16,81.00,11.732953,1
Labirinto_Treino,10478,22,79.00,2.036089,1
Labirinto_Treino,10479,33,68.00,-6.222948,1
Labirinto_Treino,10480,36,65.00,-7.246529,1
Labirinto_Treino,10481,40,57.00,-8.793826,1
Labirinto_Treino,10482,15,86.00,15.164472,1
Labirinto_Treino,10483,9,92.00,37.351393,1
Labirinto_Treino,10484,20,77.00,1.259369,1
Labirinto_Treino,10485,14,87.00,17.960524,1
Labirinto_Treino,10486,9,92.00,37.351393,1
Labirinto_Treino,10487,6,95.00,54.953900,1
Labirinto_Treino,10488,31,70.00,-5.336973,1
Labirinto_Treino,10489,72,21.00,-12.170222,1
Labirinto_Treino,10490,7,94.00,48.458510,1
Labirinto_Treino,10491,44,57.00,-8.814721,1
Labirinto_Treino,10492,10,91.00,32.616254,1
Labirinto_Treino,10493,4,97.00,70.190000,1
Labirinto_Treino,10494,9,92.00,37.351393,1
Labirinto_Treino,10495,28,73.00,-3.603529,1
Labirinto_Treino,10496,13,88.00,21.067249,1
Labirinto_Treino,10497,29,72.00,-4.243176,1
Labirinto_Treino,10498,14,83.00,14.360524,1
Labirinto_Treino,10499,4,97.00,70.190000,1
Labirinto_Treino,10500,31,70.00,-5.336973,1
Labirinto_Treino,10501,31,66.00,-8.252973,1
Labirinto_Treino,10502,23,78.00,0.832480,1
Labirinto_Treino,10503,13,88.00,21.067249,1
Labirinto_Treino,10504,25,76.00,-1.225691,1
Labirinto_Treino,10505,20,81.00,4.859369,1
Labirinto_Treino,10506,22,79.00,2.036089,1
Labirinto_Treino,10507,51,46.00,-9.544336,1
Labirinto_Treino,10508,42,55.00,-8.706257,1
Labirinto_Treino,10509,35,62.00,-9.066352,1
Labirinto_Treino,10510,29,68.00,-5.259922,1
Labirinto_Treino,10511,19,82.00,6.510410,1
Labirinto_Treino,10512,13,88.00,21.067249,1
Labirinto_Treino,10513,24,77.00,-0.250768,1
Labirinto_Treino,10514,40,61.00,-8.193448,1
Labirinto_Treino,10515,16,81.00,9.048025,1
Labirinto_Treino,10516,37,64.00,-7.521876,1
Labirinto_Treino,10517,4,97.00,70.190000,1
Labirinto_Treino,10518,7,94.00,48.458510,1
Labirinto_Treino,10519,23,78.00,0.832480,1
Labirinto_Treino,10520,33,64.00,-9.822948,1
Labirinto_Treino,10521,16,85.00,12.648025,1
Labirinto_Treino,10522,32,69.00,-5.803275,1
Labirinto_Treino,10523,27,74.00,-2.892810,1
Labirinto_Treino,10524,15,86.00,15.164472,1
Labirinto_Treino,10525,27,74.00,-2.892810,1
Labirinto_Treino,10526,38,55.00,-9.087812,1
Labirinto_Treino,10527,34,67.00,-6.600653,1
Labirinto_Treino,10528,7,94.00,48.458510,1
Labirinto_Treino,10529,11,90.00,28.354628,1
Labirinto_Treino,10530,55,42.00,-9.837386,1
Labirinto_Treino,10531,26,75.00,-2.103122,1
Labirinto_Treino,10532,22,79.00,2.036089,1
Labirinto_Treino,10533,10,91.00,32.616254,1
Labirinto_Treino,10534,30,71.00,-4.818858,1
Labirinto_Treino,10535,16,85.00,12.648025,1
Labirinto_Treino,10536,17,84.00,10.383222,1
Labirinto_Treino,10537,11,90.00,28.354628,1
Labirinto_Treino,10538,26,75.00,-2.103122,1
Labirinto_Treino,10539,16,85.00,12.648025,1
Labirinto_Treino,10540,16,85.00,12.648025,1
Labirinto_Treino,10541,32,69.00,-5.803275,1
Labirinto_Treino,10542,29,68.00,-7.483176,1
Labirinto_Treino,10543,23,78.00,0.832480,1
Labirinto_Treino,10544,24,77.00,-0.250768,1
Labirinto_Treino,10545,50,51.00,-9.370094,1
Labirinto_Treino,10546,9,92.00,37.351393,1
Labirinto_Treino,10547,51,42.00,-11.273396,1
Labirinto_Treino,10548,60,37.00,-13.020365,1
Labirinto_Treino,10549,8,93.00,42.612659,1
Labirinto_Treino,10550,3,98.00,79.100000,1
Labirinto_Treino,10551,3,98.00,79.100000,1
Labirinto_Treino,10552,3,98.00,79.100000,1
Labirinto_Treino,10553,17,84.00,10.383222,1
Labirinto_Treino,10554,11,90.00,28.354628,1
Labirinto_Treino,10555,14,87.00,17.960524,1
Labirinto_Treino,10556,15,86.00,15.164472,1
Labirinto_Treino,10557,35,66.00,-6.940588,1
Labirinto_Treino,10558,59,38.00,-9.787382,1
Labirinto_Treino,10559,2,99.00,89.000000,1
Labirinto_Treino,10560,24,77.00,-0.250768,1
Labirinto_Treino,10561,4,97.00,70.190000,1
Labirinto_Treino,10562,18,83.00,8.344900,1
Labirinto_Treino,10563,1,100.00,100.000000,1
Labirinto_Treino,10564,24,77.00,-0.250768,1
Labirinto_Treino,10565,15,86.00,15.164472,1
Labirinto_Treino,10566,7,94.00,48.458510,1
Labirinto_Treino,10567,11,90.00,28.354628,1
Labirinto_Treino,10568,8,93.00,42.612659,1
Labirinto_Treino,10569,5,96.00,62.171000,1
Labirinto_Treino,10570,12,89.00,24.519166,1
Labirinto_Treino,10571,9,92.00,37.351393,1
Labirinto_Treino,10572,9,88.00,34.989433,1
Labirinto_Treino,10573,9,92.00,37.351393,1
Labirinto_Treino,10574,25,76.00,-1.225691,1
Labirinto_Treino,10575,7,94.00,48.458510,1
Labirinto_Treino,10576,12,89.00,24.519166,1
Labirinto_Treino,10577,10,91.00,32.616254,1
Labirinto_Treino,10578,8,93.00,42.612659,1
Labirinto_Treino,10579,2,99.00,89.000000,1
Labirinto_Treino,10580,2,99.00,89.000000,1
Labirinto_Treino,10581,21,80.00,3.373432,1
Labirinto_Treino,10582,25,76.00,-1.225691,1
Labirinto_Treino,10583,2,99.00,89.000000,1
Labirinto_Treino,10584,23,78.00,0.832480,1
Labirinto_Treino,10585,5,96.00,62.171000,1
Labirinto_Treino,10586,7,94.00,48.458510,1
Labirinto_Treino,10587,27,70.00,-5.018574,1
Labirinto_Treino,10588,5,92.00,59.255000,1
Labirinto_Treino,10589,27,74.00,-2.892810,1
Labirinto_Treino,10590,19,82.00,6.510410,1
Labirinto_Treino,10591,19,82.00,6.510410,1
Labirinto_Treino,10592,12,85.00,22.797297,1
Labirinto_Treino,10593,12,89.00,24.519166,1
Labirinto_Treino,10594,8,89.00,39.012659,1
Labirinto_Treino,10595,4,97.00,70.190000,1
Labirinto_Treino,10596,3,98.00,79.100000,1
Labirinto_Treino,10597,21,80.00,3.373432,1
Labirinto_Treino,10598,32,69.00,-5.803275,1
Labirinto_Treino,10599,21,80.00,3.373432,1
Labirinto_Treino,10600,10,91.00,32.616254,1
Labirinto_Treino,10601,4,97.00,70.190000,1
Labirinto_Treino,10602,7,94.00,48.458510,1
Labirinto_Treino,10603,5,96.00,62.171000,1
Labirinto_Treino,10604,10,91.00,32.616254,1
Labirinto_Treino,10605,26,75.00,-2.103122,1
Labirinto_Treino,10606,8,93.00,42.612659,1
Labirinto_Treino,10607,3,98.00,79.100000,1
Labirinto_Treino,10608,20,81.00,4.859369,1
Labirinto_Treino,10609,34,67.00,-6.600653,1
Labirinto_Treino,10610,55,46.00,-9.628047,1
Labirinto_Treino,10611,35,66.00,-6.940588,1
Labirinto_Treino,10612,2,99.00,89.000000,1
Labirinto_Treino,10613,7,90.00,45.542510,1
Labirinto_Treino,10614,26,75.00,-2.103122,1
Labirinto_Treino,10615,15,86.00,15.164472,1
Labirinto_Treino,10616,26,75.00,-2.103122,1
Labirinto_Treino,10617,73,0.00,-15.008821,1
Labirinto_Treino,10618,14,87.00,17.960524,1
Labirinto_Treino,10619,24,77.00,-0.250768,1
Labirinto_Treino,10620,27,74.00,-2.892810,1
Labirinto_Treino,10621,11,90.00,28.354628,1
Labirinto_Treino,10622,15,86.00,15.164472,1
Labirinto_Treino,10623,2,99.00,89.000000,1
Labirinto_Treino,10624,40,61.00,-8.193448,1
Labirinto_Treino,10625,8,93.00,42.612659,1
Labirinto_Treino,10626,29,72.00,-4.243176,1
Labirinto_Treino,10627,3,98.00,79.100000,1
Labirinto_Treino,10628,55,46.00,-9.628047,1
Labirinto_Treino,10629,19,82.00,6.510410,1
Labirinto_Treino,10630,17,84.00,10.383222,1
Labirinto_Treino,10631,12,89.00,24.519166,1
Labirinto_Treino,10632,18,83.00,8.344900,1
Labirinto_Treino,10633,9,92.00,37.351393,1
Labirinto_Treino,10634,3,98.00,79.100000,1
Labirinto_Treino,10635,7,94.00,48.458510,1
Labirinto_Treino,10636,26,75.00,-2.103122,1
Labirinto_Treino,10637,33,68.00,-6.222948,1
Labirinto_Treino,10638,1,100.00,100.000000,1
Labirinto_Treino,10639,25,76.00,-1.225691,1
Labirinto_Treino,10640,31,62.00,-10.938933,1
Labirinto_Treino,10641,21,80.00,3.373432,1
Labirinto_Treino,10642,23,78.00,0.832480,1
Labirinto_Treino,10643,4,97.00,70.190000,1
Labirinto_Treino,10644,5,96.00,62.171000,1
Labirinto_Treino,10645,21,76.00,-0.626568,1
Labirinto_Treino,10646,10,91.00,32.616254,1
Labirinto_Treino,10647,1,100.00,100.000000,1
Labirinto_Treino,10648,23,78.00,0.832480,1
Labirinto_Treino,10649,28,73.00,-3.603529,1
Labirinto_Treino,10650,23,78.00,0.832480,1
Labirinto_Treino,10651,29,72.00,-4.243176,1
Labirinto_Treino,10652,23,78.00,0.832480,1
Labirinto_Treino,10653,11,90.00,28.354628,1
Labirinto_Treino,10654,20,81.00,4.859369,1
Labirinto_Treino,10655,11,90.00,28.354628,1
Labirinto_Treino,10656,14,87.00,17.960524,1
Labirinto_Treino,10657,23,78.00,0.832480,1
Labirinto_Treino,10658,12,89.00,24.519166,1
Labirinto_Treino,10659,55,46.00,-9.628047,1
Labirinto_Treino,10660,11,90.00,28.354628,1
Labirinto_Treino,10661,10,91.00,32.616254,1
Labirinto_Treino,10662,4,97.00,70.190000,1
Labirinto_Treino,10663,19,82.00,6.510410,1
Labirinto_Treino,10664,10,91.00,32.616254,1
Labirinto_Treino,10665,16,85.00,12.648025,1
Labirinto_Treino,10666,1,100.00,100.000000,1
Labirinto_Treino,10667,16,85.00,12.648025,1
Labirinto_Treino,10668,38,55.00,-9.334461,1
Labirinto_Treino,10669,31,70.00,-5.336973,1
Labirinto_Treino,10670,18,83.00,8.344900,1
Labirinto_Treino,10671,34,63.00,-8.513841,1
Labirinto_Treino,10672,6,95.00,54.953900,1
Labirinto_Treino,10673,20,81.00,4.859369,1
Labirinto_Treino,10674,10,91.00,32.616254,1
Labirinto_Treino,10675,9,92.00,37.351393,1
Labirinto_Treino,10676,5,96.00,62.171000,1
Labirinto_Treino,10677,10,91.00,32.616254,1
Labirinto_Treino,10678,2,99.00,89.000000,1
Labirinto_Treino,10679,26,75.00,-2.103122,1
Labirinto_Treino,10680,9,92.00,37.351393,1
Labirinto_Treino,10681,4,97.00,70.190000,1
Labirinto_Treino,10682,23,78.00,0.832480,1
Labirinto_Treino,10683,37,64.00,-7.521876,1
Labirinto_Treino,10684,8,93.00,42.612659,1
Labirinto_Treino,10685,33,64.00,-7.617662,1
Labirinto_Treino,10686,7,94.00,48.458510,1
Labirinto_Treino,10687,21,80.00,3.373432,1
Labirinto_Treino,10688,33,68.00,-6.222948,1
Labirinto_Treino,10689,29,68.00,-5.259922,1
Labirinto_Treino,10690,8,93.00,42.612659,1
Labirinto_Treino,10691,11,90.00,28.354628,1
Labirinto_Treino,10692,9,92.00,37.351393,1
Labirinto_Treino,10693,39,58.00,-10.354680,1
Labirinto_Treino,10694,1,100.00,100.000000,1
Labirinto_Treino,10695,13,88.00,21.067249,1
Labirinto_Treino,10696,6,95.00,54.953900,1
Labirinto_Treino,10697,10,91.00,32.616254,1
Labirinto_Treino,10698,2,99.00,89.000000,1
Labirinto_Treino,10699,7,94.00,48.458510,1
Labirinto_Treino,10700,58,39.00,-10.395933,1
Labirinto_Treino,10701,32,61.00,-9.784483,1
Labirinto_Treino,10702,26,75.00,-2.103122,1
Labirinto_Treino,10703,33,68.00,-6.222948,1
Labirinto_Treino,10704,23,78.00,0.832480,1
Labirinto_Treino,10705,3,98.00,79.100000,1
Labirinto_Treino,10706,61,40.00,-9.802329,1
Labirinto_Treino,10707,10,91.00,32.616254,1
Labirinto_Treino,10708,44,53.00,-10.069963,1
Labirinto_Treino,10709,20,81.00,4.859369,1
Labirinto_Treino,10710,4,97.00,70.190000,1
Labirinto_Treino,10711,26,75.00,-2.103122,1
Labirinto_Treino,10712,15,86.00,15.164472,1
Labirinto_Treino,10713,13,88.00,21.067249,1
Labirinto_Treino,10714,25,76.00,-1.225691,1
Labirinto_Treino,10715,40,61.00,-8.193448,1
Labirinto_Treino,10716,69,20.00,-10.006300,1
Labirinto_Treino,10717,32,65.00,-7.197989,1
Labirinto_Treino,10718,18,83.00,8.344900,1
Labirinto_Treino,10719,4,97.00,70.190000,1
Labirinto_Treino,10720,19,82.00,6.510410,1
Labirinto_Treino,10721,3,98.00,79.100000,1
Labirinto_Treino,10722,10,91.00,32.616254,1
Labirinto_Treino,10723,23,78.00,0.832480,1
Labirinto_Treino,10724,12,89.00,24.519166,1
Labirinto_Treino,10725,3,98.00,79.100000,1
Labirinto_Treino,10726,10,91.00,32.616254,1
Labirinto_Treino,10727,28,73.00,-3.603529,1
Labirinto_Treino,10728,13,88.00,21.067249,1
Labirinto_Treino,10729,24,77.00,-0.250768,1
Labirinto_Treino,10730,48,53.00,-9.222338,1
Labirinto_Treino,10731,8,93.00,42.612659,1
Labirinto_Treino,10732,29,72.00,-4.243176,1
Labirinto_Treino,10733,15,86.00,15.164472,1
Labirinto_Treino,10734,10,91.00,32.616254,1
Labirinto_Treino,10735,13,88.00,21.067249,1
Labirinto_Treino,10736,64,37.00,-9.855898,1
Labirinto_Treino,10737,23,74.00,0.165393,1
Labirinto_Treino,10738,3,98.00,79.100000,1
Labirinto_Treino,10739,8,93.00,42.612659,1
Labirinto_Treino,10740,13,88.00,21.067249,1
Labirinto_Treino,10741,24,77.00,-0.250768,1
Labirinto_Treino,10742,36,61.00,-9.608489,1
Labirinto_Treino,10743,16,85.00,12.648025,1
Labirinto_Treino,10744,13,88.00,21.067249,1
Labirinto_Treino,10745,6,95.00,54.953900,1
Labirinto_Treino,10746,48,53.00,-9.222338,1
Labirinto_Treino,10747,48,53.00,-9.222338,1
Labirinto_Treino,10748,6,95.00,54.953900,1
Labirinto_Treino,10749,5,96.00,62.171000,1
Labirinto_Treino,10750,6,95.00,54.953900,1
Labirinto_Treino,10751,34,63.00,-7.855895,1
Labirinto_Treino,10752,11,90.00,28.354628,1
Labirinto_Treino,10753,26,75.00,-2.103122,1
Labirinto_Treino,10754,26,75.00,-2.103122,1
Labirinto_Treino,10755,24,77.00,-0.250768,1
Labirinto_Treino,10756,12,89.00,24.519166,1
Labirinto_Treino,10757,7,94.00,48.458510,1
Labirinto_Treino,10758,59,34.00,-12.106825,1
Labirinto_Treino,10759,6,95.00,54.953900,1
Labirinto_Treino,10760,23,78.00,0.832480,1
Labirinto_Treino,10761,7,94.00,48.458510,1
Labirinto_Treino,10762,4,97.00,70.190000,1
Labirinto_Treino,10763,56,33.00,-13.294216,1
Labirinto_Treino,10764,38,59.00,-11.009688,1
Labirinto_Treino,10765,7,90.00,44.458510,1
Labirinto_Treino,10766,19,82.00,6.510410,1
Labirinto_Treino,10767,2,99.00,89.000000,1
Labirinto_Treino,10768,4,97.00,70.190000,1
Labirinto_Treino,10769,35,58.00,-12.093775,1
Labirinto_Treino,10770,23,74.00,0.008915,1
Labirinto_Treino,10771,13,88.00,21.067249,1
Labirinto_Treino,10772,3,98.00,79.100000,1
Labirinto_Treino,10773,11,90.00,28.354628,1
Labirinto_Treino,10774,9,92.00,37.351393,1
Labirinto_Treino,10775,26,75.00,-2.103122,1
Labirinto_Treino,10776,8,93.00,42.612659,1
Labirinto_Treino,10777,22,79.00,2.036089,1
Labirinto_Treino,10778,38,59.00,-8.899407,1
Labirinto_Treino,10779,1,100.00,100.000000,1
Labirinto_Treino,10780,21,76.00,0.749032,1
Labirinto_Treino,10781,37,60.00,-11.521876,1
Labirinto_Treino,10782,8,93.00,42.612659,1
Labirinto_Treino,10783,14,87.00,17.960524,1
Labirinto_Treino,10784,14,87.00,17.960524,1
Labirinto_Treino,10785,21,80.00,3.373432,1
Labirinto_Treino,10786,1,100.00,100.000000,1
Labirinto_Treino,10787,33,68.00,-6.222948,1
Labirinto_Treino,10788,25,76.00,-1.225691,1
Labirinto_Treino,10789,23,78.00,0.832480,1
Labirinto_Treino,10790,20,81.00,4.859369,1
Labirinto_Treino,10791,11,90.00,28.354628,1
Labirinto_Treino,10792,31,70.00,-5.336973,1
Labirinto_Treino,10793,15,86.00,15.164472,1
Labirinto_Treino,10794,44,53.00,-9.133787,1
Labirinto_Treino,10795,11,90.00,28.354628,1
Labirinto_Treino,10796,10,91.00,32.616254,1
Labirinto_Treino,10797,3,98.00,79.100000,1
Labirinto_Treino,10798,15,86.00,15.164472,1
Labirinto_Treino,10799,37,64.00,-7.521876,1
Labirinto_Treino,10800,23,78.00,0.832480,1
Labirinto_Treino,10801,8,93.00,42.612659,1
Labirinto_Treino,10802,15,86.00,15.164472,1
Labirinto_Treino,10803,8,93.00,42.612659,1
Labirinto_Treino,10804,7,94.00,48.458510,1
Labirinto_Treino,10805,14,87.00,17.960524,1
Labirinto_Treino,10806,6,95.00,54.953900,1
Labirinto_Treino,10807,29,68.00,-6.605136,1
Labirinto_Treino,10808,17,84.00,10.383222,1
Labirinto_Treino,10809,2,99.00,89.000000,1
Labirinto_Treino,10810,44,49.00,-14.069963,1
Labirinto_Treino,10811,33,68.00,-6.222948,1
Labirinto_Treino,10812,26,75.00,-2.103122,1
Labirinto_Treino,10813,52,41.00,-12.453666,1
Labirinto_Treino,10814,40,57.00,-8.451891,1
Labirinto_Treino,10815,85,0.00,-10.325651,1
Labirinto_Treino,10816,4,97.00,70.190000,1
Labirinto_Treino,10817,7,94.00,48.458510,1
Labirinto_Treino,10818,14,87.00,17.960524,1
Labirinto_Treino,10819,24,77.00,-0.250768,1
Labirinto_Treino,10820,4,97.00,70.190000,1
Labirinto_Treino,10821,7,94.00,48.458510,1
Labirinto_Treino,10822,18,83.00,8.344900,1
Labirinto_Treino,10823,59,26.00,-11.662901,1
Labirinto_Treino,10824,24,77.00,-0.250768,1
Labirinto_Treino,10825,16,85.00,12.648025,1
Labirinto_Treino,10826,28,73.00,-3.603529,1
Labirinto_Treino,10827,8,93.00,42.612659,1
Labirinto_Treino,10828,8,93.00,42.612659,1
Labirinto_Treino,10829,14,87.00,17.960524,1
Labirinto_Treino,10830,29,68.00,-6.867576,1
Labirinto_Treino,10831,16,85.00,12.648025,1
Labirinto_Treino,10832,36,65.00,-7.246529,1
Labirinto_Treino,10833,25,76.00,-1.225691,1
Labirinto_Treino,10834,22,79.00,2.036089,1
Labirinto_Treino,10835,21,80.00,3.373432,1
Labirinto_Treino,10836,15,86.00,15.164472,1
Labirinto_Treino,10837,39,62.00,-7.992720,1
Labirinto_Treino,10838,7,94.00,48.458510,1
Labirinto_Treino,10839,21,80.00,3.373432,1
Labirinto_Treino,10840,9,92.00,37.351393,1
Labirinto_Treino,10841,13,88.00,21.067249,1
Labirinto_Treino,10842,30,71.00,-4.818858,1
Labirinto_Treino,10843,22,79.00,2.036089,1
Labirinto_Treino,10844,24,77.00,-0.250768,1
Labirinto_Treino,10845,35,66.00,-6.940588,1
Labirinto_Treino,10846,10,91.00,32.616254,1
Labirinto_Treino,10847,2,99.00,89.000000,1
Labirinto_Treino,10848,9,92.00,37.351393,1
Labirinto_Treino,10849,1,100.00,100.000000,1
Labirinto_Treino,10850,36,61.00,-9.159717,1
Labirinto_Treino,10851,4,97.00,70.190000,1
Labirinto_Treino,10852,24,73.00,-4.250768,1
Labirinto_Treino,10853,37,60.00,-8.777118,1
Labirinto_Treino,10854,9,92.00,37.351393,1
Labirinto_Treino,10855,28,69.00,-3.861972,1
Labirinto_Treino,10856,25,76.00,-1.225691,1
Labirinto_Treino,10857,10,91.00,32.616254,1
Labirinto_Treino,10858,10,91.00,32.616254,1
Labirinto_Treino,10859,24,73.00,-3.850768,1
Labirinto_Treino,10860,26,75.00,-2.103122,1
Labirinto_Treino,10861,32,65.00,-6.240951,1
Labirinto_Treino,10862,7,94.00,48.458510,1
Labirinto_Treino,10863,11,90.00,28.354628,1
Labirinto_Treino,10864,2,99.00,89.000000,1
Labirinto_Treino,10865,24,77.00,-0.250768,1
Labirinto_Treino,10866,12,89.00,24.519166,1
Labirinto_Treino,10867,9,92.00,37.351393,1
Labirinto_Treino,10868,11,90.00,28.354628,1
Labirinto_Treino,10869,3,98.00,79.100000,1
Labirinto_Treino,10870,11,90.00,28.354628,1
Labirinto_Treino,10871,6,95.00,54.953900,1
Labirinto_Treino,10872,31,70.00,-5.336973,1
